cooler_id,fail_prob,prob_may_2025
029a30ac094d3b31f28f23b701dcef9400f73fbdb324dcae3117a1681246bf28,0.0013,0.0013
02abb982090e12f1381c9548d63feaa2be1a87d85d7116913254a43719e03655,0.0001,0.0001
02bda506dc9f2d8c2a0f721767a3338e1e2b0f5700f7d50454ef5cf2b26eb201,0.0010,0.0010
02beeaf93d578974c6c7ec2dd7f369760e3b0fe0efdab4011bbc96c3c8025f25,0.0000,0.0000
02c47e02d6db80b01c8d88b5f15dba49656daf21bb2598ea79eefb85b857cb43,0.0000,0.0000
02c540247a6e8eec970f87d04a1f3dd6ed8cac1a9d6b95baef05230572ebd399,0.0063,0.0063
02c5baa984ad0d375051d570569241007e4ac0ea457f3a2617a85d3f65c510b2,0.0040,0.0040
02c775faadf0c7c44cf4082f3f36dcda5ec19d02b759d68f655b98fcab967377,0.0070,0.0070
02cc85687aa9b2ae77a6044c9534ccc5a5252ed2a01d248a369ef3c258a20607,0.0000,0.0000
02d294e740ecc982ac257021c38280a9e9cad09eb6fb88756fcc7d5811266283,0.0000,0.0000
02d6ee53ec7bdd53427d9f2cff298099ad443ce53dc1b26b151149a19fe01667,0.0000,0.0000
02d78e886c7f55e9112ae38b0981d208212d50c71bb2b879ea62b629419f4506,0.0000,0.0000
02ea4b14a5718f160544b2ac6c42636264d55172e4d4d1eea0136717d20638a8,0.0001,0.0001
02f04dc556b92b8a95835a2f1ed2f58c569e3c72783227ddf37c4ea00afb0fe5,0.0150,0.0150
02f0c52a155d1d336c7b986ecb82e1292a067fa30ed041eb1c839fbfe2ce1e89,0.0003,0.0003
02f1a1bc7b9bb7fd9cf2ecc86ea659166f9caf7dc056de40b7c291959011c37e,0.0000,0.0000
02f96c212a5c5d6166752f051b48e4cae8a94e88871ec7969e894f7fb4556823,0.0001,0.0001
02fb63544e3bd058cd292a5091a5271664f52bfaefe43e68105ce2f08562dba2,0.0002,0.0002
0305d8c4d22882645b312447f28b959f6f8d4409e73ef066f07d083aa8bfd5f5,0.0007,0.0007
0307a8f4208c517eb4c3654e7677a7f056c9c107b9cfc868cfc378a7e9d7ffb0,0.0002,0.0002
0308e3cdc655d4f10b818eac5f844c8dd3cb2fc8e2b1a113e205c0b71327b1ef,0.0136,0.0136
030e438d0a78a44734991561d74661ffdc986a1447906069a1f019fe30a5b7d7,0.0009,0.0009
03395b1b8b53dc5a9307738944ae61fa3b88cceea060a5fac775e2df4ff7c627,0.0000,0.0000
033b968e3fd872d3facf8dae2b6b0c1ef12c31a9a76f8bf765578b50354b85e6,0.0003,0.0003
0351763ff32cf20f54aaaba1ded070c8d330ef400e51a530324adafb83e86cbc,0.0000,0.0000
035af27daad0c93181ae9b004870ccce3bd725e867fe02c1d24f54ecb2b14fe3,0.0090,0.0090
03627bc4fc2715b0bec54b738a62a40ec71a46f9c2ed768ad16e35bb4280dabc,0.0633,0.0633
03663ac9ffa83a8eee6b4f3ba64bc7faa3844afee2926e65540a41071c138544,0.0001,0.0001
0376adf34671c233777a0842e8b17198a84379a1934f925d5168d1d250574322,0.0021,0.0021
037c8723683b11079e05dee455c23f1e0c78a25575113ad69ee9b27158f1f881,0.0022,0.0022
037dd5da1a666c885ab42d0d5714581377ba4b559b61fd785807027488c0b90c,0.0024,0.0024
038f57e0be4e53f9e8b26879b450f0e85183f3fde063cff1aa8a546b57ee0f0a,0.0015,0.0015
03a20f76ac53eb85cefadc4e4b8bc50a153c99cf4f61780540184991a4810613,0.0001,0.0001
03b4e921ad75821e679b0aff1357b450754342fb139d57cd62ef3a09a598540e,0.0000,0.0000
03b66efb7c375d073318c99498ce5aaef6f78fec2af21de583478408ea6d629b,0.0008,0.0008
03b80a187bf2759b0632d0d77745f253296b8b4d9faf673742df95a66befa6cd,0.0056,0.0056
03ceff4ea65beea0d111df3a837c794b22fa824444d71942aee68d24ceae6353,0.1096,0.1096
03d7190ddccebf0f2cb73c89614ef307b115d5a33601808850a9154d31c4ed8f,0.0003,0.0003
03dc34ad6768cb85982c1d0a80426babcae00637031f293623fd536cb14abe19,0.0015,0.0015
03dcde0a2c7de3afd0262e7c9abc021aa40f8d902c0bd8cd8dbea51739841178,0.0001,0.0001
03fbdcb55d47761e0a0965a2c753c4f3fd32325143cecb550d588d4467c0d4ca,0.0140,0.0140
04080309a84fa63bdcf07c5d1fda3f5f2384de1127d4faa8e47ef07a0366536d,0.0060,0.0060
040bccf7d0afa3a78cdda58d01500510ffa173d6d23d346941a73bb1ed401dfa,0.0002,0.0002
040fba16ed0cb7f2df5258bb446851e9064fc26b3c9796d4a47579aa9b0904de,0.0000,0.0000
04167a135bd0943cd8b326e3364856830a623484b80e25cae2934bc3a046e2b7,0.0072,0.0072
0441ca72d2819145ae4f5ba87bd58e078df0f6d70c48a271be4850e1ef652205,0.0004,0.0004
0442107279969d3b2f15809c51516b1f251f69c5da147bbe6908973abdea632e,0.0179,0.0179
0446cac6fd1368f118e5cc333c7bb0f449f6d8f348ef9d332de3e78db318d8ac,0.0002,0.0002
045546d39812e36115313af57f655f09724b04f3bbfe7792d91ff3f50ce6eeaf,0.0002,0.0002
0461b54d175d40da57079cecf4e18ced32cd3b63a3586dcfdc97f3742d67b269,0.0006,0.0006
0464a903652cbb970ab82c153fe871f88d43784adb4a050a5295c0b101c25128,0.0051,0.0051
0464d371ed753ff52aa6cc7b3327f2d75814ec78a258b7a38e18296ab4a9af0a,0.0001,0.0001
0474c1a68147f7c986d3066833e5b763b189bbd781c10e2cedb43815f70da026,0.0001,0.0001
047ae080e5c08ddabb21926dc54e4454c9bab85176dcf1b7eab6fb74dd0b004d,0.0021,0.0021
04880aa0bba0f7b72e33d16d3a3a67d2a20615654796ee85541056d2cd4d49c7,0.0013,0.0013
048ccee3293ed97169287e8cca3777318318254964ae3b76afe3bbd4b3f6514d,0.0001,0.0001
048e4da521f2135e294d0d0af2a2cd8f064a28fc095682742b113a5cfb1b173d,0.0111,0.0111
04b220b4e9e448dc62259b2c68451745055fde4122dd4199850ff18c0c0bd280,0.0042,0.0042
04b75229f80453f1a790ce74b9854054a9c4da4e53d8b8a55186da11c2f42ba0,0.0002,0.0002
04b7de75777f7439f88e8e6fced19b74c7e2c65c8357e99f35cc85a27b051e85,0.0038,0.0038
04c8cfd7163e01da53efdb7043839126c39ac561c5d57b5ee82d5266128f8824,0.0113,0.0113
04cc9ff1193e89f8e33ee5e790cef575659f651aa556fc45a8e5689d5c01c1e3,0.0001,0.0001
04d2a02e2a61e57ecadbd6ca98ba52266a61e54ff6a7927460afa8b77907af08,0.0286,0.0286
04df4ff25513d9492bcf3ecccccf9a19b1c7bbd266a941db0c19c375585d28e4,0.0134,0.0134
04e4520fd892c625fc106f3ba6b0602f1c93c02d1f72bb28bee279084d8c61c6,0.0003,0.0003
04e97dc375a7b0343291ee7e47254afa71ee4c6e06ec907e4aead498850ef564,0.0001,0.0001
04ed32e8e57a6286183e30ec8a1b43f9986df085f3f2f85de24c7a1973b91de9,0.0000,0.0000
051290661d4e34a843832453e3b2c87fa57405da67f099b2be48293b8ac7f13d,0.0001,0.0001
05135838c6d33bc41a4567f73301b258a0cf3f68eecda84a02f67fbd75119ef2,0.0029,0.0029
0518584274e0abf18c465762453a57317db3376ef840b3da471db97e3a634669,0.0008,0.0008
051a270d422691e8fa6ba0d612d89eea1f67564857ff2847490d09a3d0febfd8,0.0001,0.0001
052bd4489d21a360b8edd31bc30f06f842586c2740e27e4d1c85576c8c3d5ede,0.0004,0.0004
052ea6288e2bb01078fbfcb6c7c1e3b44bb5d2b4ac6c01ff06002a40739ed838,0.0012,0.0012
0538ffdfc90d2aef28b27b277c7356809a8bfde78d3a001b77745ac3999290fc,0.0000,0.0000
05391bfc125923604fc715931a11393357aa9bba0d4c1e764fad3ce004c4ec79,0.0062,0.0062
0540dcad9b7a7dad545cddc65fc6a481ec047669584af309710dffb55f8eb89a,0.0008,0.0008
05465edc0fb6f26485bff24354ab233173a8b88cb5cb341546ea657c978ae341,0.0006,0.0006
0547e02ad71ee0aeee0637bd56091e52e97b0fd6bd11c30ff940c28c5b8d3b5b,0.0004,0.0004
055452d35ecb3ee6f2ea6d92000f69e3ee452831e3f45a88faa3d19cd0c99719,0.0000,0.0000
0558bda62f5b21e9bac0f25fe6b7925405e545a040b3f75a02b3828c54c57a2d,0.0068,0.0068
05626dc0006bbcbef9923377379b85409dcb9cca1983fe50be5192795d7da69f,0.0000,0.0000
0563faa78a91746045ffef940b2a92585c420a91841c3f7b06fa0c3f7a79c738,0.0003,0.0003
0564afda2ae50b1faa1ccaa4dadc98cc0a7463f882b9cb5385fe896a62d029b8,0.0152,0.0152
056aea03d422ec2faec02169f14b8fc390094ec04ea48a628e57bf76abb07620,0.0002,0.0002
056b427ab0d0689693460cfcec71eb9774c1dd5d18ca115cc949824dc59b110c,0.0129,0.0129
057cf8481e3c3d9b2439bf0791b7b66fe431451a78b4988a6431fdf3e9eca3b9,0.0000,0.0000
058cf94028c41d83b2cdf0e87b884dd29521aa79d5e69242cbe1e875116b6394,0.0000,0.0000
05ac934f55194f5edef7656b8202c082590e3bf398db3830ef518fe9a5b0d7bd,0.0020,0.0020
05b7fbb69ea202b237e3e56aaea75885dfd0532cb60297e6d09d256760ae08b2,0.0001,0.0001
05c0ca8795a568531179592b85dc219b0ca4e644764de4ddcdb32350c817c4dc,0.0006,0.0006
05d265e90628e03ede721ff18cc934e84f8dfc4010d9f86d06da2f9274539178,0.0000,0.0000
05df31990578563180d2aac4b865b7456d314ec937eabf0ee11e880de032968b,0.0052,0.0052
05e297a2381612fe010fcafd1758971aecaae22b6018570486bfdefef58c5779,0.0000,0.0000
05e4caaa582bd5a4dfc0cd7ba9b2e9f87fc5612e6b4a2bf01030371c5f9af6c5,0.0002,0.0002
05e986d86fb5ea110a1d74eb4e52e9fc1f90d526a0ebfbf4d74f171fce391d35,0.0145,0.0145
05f0190ba346f4e6e44cba54f2de404fb115ad786d29c76484548a377a8a2675,0.0001,0.0001
05fe10311485e4266c88e41adcfd940291c13d18357e10e70b794b7fc39b8a8b,0.0000,0.0000
0603a130b895b310a3182e3076bfc6152eca8df39ee5ec78faf70221ba972a31,0.0000,0.0000
061947f9bd62910bc9824848e1769f893d44b182ea96d13dd5726a3180650577,0.0052,0.0052
062126a4a13cb049fa75dab39c58edeaeadbde972917b39e8779d31aed0d7fd4,0.0000,0.0000
0624c68f44b2dfa11f91e5f6c1617a11d9d8b1952eec329f7dcfd49e97ba9c48,0.0055,0.0055
06255e72ed50760bf77043c08fb94436c681170e1837c497ea9daf2df9b7299c,0.0000,0.0000
0629babc4f3c79401f8f52ba1917300f84124019b66328bd2a8cfd6bc2fe31c4,0.0001,0.0001
062c0e801b486aa3e0710b822d7287950f5af7c5b9a7c7da0e6e0a52a2f36932,0.0000,0.0000
06359c5a2144ef563ac56e8604f52c663d039eb154dab8427915ce24c736cde9,0.0000,0.0000
06524007509f5f397fcc9af80e7172329b46fa012879fa6999813a4e01739404,0.0006,0.0006
065f4bb515b06e8a817b8273354014d6486d4cf44c72c61d670f48c3a74e5a6a,0.0040,0.0040
06623d3cc2622d06adc750649d47590c949b7fd03ab3ec2fbf6da3129d990d16,0.0003,0.0003
066b723e10835c5d92e8e74c8c826aa317e7c158f6f6099795bdf37811b2937c,0.0000,0.0000
06749b72541ca7a8a3e6cb10fc4859af9b30967237048cd751b6f8c96e6c853d,0.0004,0.0004
06831a93b35992781f351fc6a141bf363680e80231f7b9fd9e199c44ba2d04d9,0.0156,0.0156
068d5af6a021ceaf595ff4ab074798b577e974db22c5d5d63dfb9fc3a0928eba,0.0010,0.0010
068e3f46fa2b837d7e1a6610c3216905ee4aeff85bac2252b7a8667f3aa34aaf,0.0016,0.0016
069089f88e90f9847219a1a13ce59ca4d6a80c5bc96a7389e4e76550b8aaf92c,0.0039,0.0039
069aad3af970020c7c49f9ea9c9362084c1e8e8e41080d32ea09a232f9960614,0.0006,0.0006
069d4f4967152f41ba9489d4ce13cc07c7203d61b482b6c5011264c10e1974f3,0.0009,0.0009
06a32f1fddd83b5af0c0cd3ea7b19b7148b07bbccd45610f5d1e6927c1e3bf2f,0.0001,0.0001
06a99255a0d6ffc962f0e33245ec60e52f004a53d25095e09487d006aa6534c0,0.0085,0.0085
06ab4e73bb6cfd23c4bbde97097b7b3fe930d7339177b8d456ea5f6d1acab7d9,0.0023,0.0023
06ae6e0b6d36e3475b69a27cc9d58675c67e450a4e7a35675bb3d7257c5f9b2f,0.0004,0.0004
06b82a89170397cc03bd00d4eb111048f432d2b36dae8aaebeda894006a753a2,0.0005,0.0005
06bcfe4ecd3faf18e1682fea8bce80439a0373c4c0daa0331d6023d1c2da1cfd,0.0002,0.0002
06be35afd279b550c44cef73034e2d3ab1b96b8dc4de17d1b48407d3ab1a1b5a,0.0011,0.0011
06e02649a140bbb1999f6e0b28b0afabeb840de1bdf02bf5ed222786c2130178,0.0109,0.0109
06e5090f646f1d5781ecf052f11c7cba67c5f44f21691abb270689537440399b,0.0024,0.0024
06eb859ce03661ea98f5366087c5b6c6e57596b72622c983aefd525d3535fad9,0.0000,0.0000
06f141ba70f91d8929f463ab73226416c024668e7100a1979ae0eea3187fe245,0.0025,0.0025
0700b117a0cbbdc3bc924ed099e8f6b17038c1ac18e0303277b487786a46e1bd,0.0001,0.0001
070cd2ec4555e59a5255b5ad769acca7010bc467ff7990d8570a1acf5d96bfcb,0.0141,0.0141
0717601d3b1cbfcd2b15f4e5893fe6f8dcbe4ec1e464c9b279afaa5b86a235e0,0.0001,0.0001
071964bb796b4137e8b6cebd783b4f29a9ac56f477c19d3529106d3528f919fd,0.0001,0.0001
0724939a5beca75998e0dd32b784eb89bc23ddb85f2efc9dd2f041168fe9e00b,0.0011,0.0011
072a578eb24e3d1145459432e53c6742c5c846f50f215de803e5b1e0ab93d11f,0.0000,0.0000
073a10e3497939cfc9ecf2dbe9d1150616865be7cbe7c5b34f1a5262f774916d,0.0003,0.0003
073c58a3983f7a8764184525fcc109bc3dd971475828b3e837d0122fdff61cef,0.0033,0.0033
0744684671f136f8dae56ecc09de4ad8f37f83931e2af9f75b747fe4eb74a052,0.0000,0.0000
074790ff4bdd05707438c2937cdccd1c2e1a38a4cf64293f47ae4d52cc803c1a,0.0000,0.0000
07507341800e664fd2efbdfd9e864f0be6fc0491673056a067e7a11bf0a3c633,0.0038,0.0038
0751263073f2a744e6d3707ad4095188faa833c25d52b6dc36b18c0e22bff571,0.0009,0.0009
075c5fe8472632885f50e86b479f01a3a78e17a43679b4fc1f1bccf76c67fdda,0.0004,0.0004
076435205bd643f36c816bebcc8a39d0902f4a400a103a3bfe4756c429682ae6,0.0001,0.0001
0765e399f04bb0550eedb2ab1410f8dabe64635a2d6bca9630c51faf18be9452,0.0010,0.0010
0767230075b7f1c73071b7bb001592d7e5123c5eb0c2136f1469aeeb5c05586e,0.0055,0.0055
0785e82c93c08f3578cf13c41f94ac8bd50a13217aa360f38b51a366bdbe8a67,0.0236,0.0236
0799bfcc72d85266d81a94972815b71a0c658e433d8d10ac8d87eedea7fa7d3f,0.0007,0.0007
079f775383abf41d1a0fa0d07f04a8c001e08fe33382241a531b6c44a6ba2e04,0.0000,0.0000
07a47251d04f7fbb5d3955d61bc75abede2cc71afab469e3e4fe161acfb91602,0.0001,0.0001
07ac6cebff27e7c34165803f14b83b19ecb0f0e1097c775eee6f8a190837f56a,0.0002,0.0002
07b4f1bf406f6309116d94ef82596beceb48063158710fd7139828294a36bb33,0.0284,0.0284
07c0fe88829d491ed861d46cab9a2ece3d099997f2aa416d454ba696e6726057,0.0125,0.0125
07ddcf2ce6b9a9ccd2962f46abc1c0f040e75a3c4178b270fb6ea731a0b64132,0.0004,0.0004
07df695220b6eac5c051c3975159d658673135c3f976b42f53216b7f338cdd52,0.0083,0.0083
07e1921462574ff9c2ba352397d2dfa9ff54f7b2bb294cbd391ddf4032a10d62,0.0030,0.0030
07e3e17184e7fcdcfb170df0473dcb3cc118a293b074bc79d368998e9643b808,0.0000,0.0000
07e6959190a61bcc5090e14f60f1590aa010d3c2bb81db3db8fb49ddc60a06ff,0.0031,0.0031
07e98b3056df946f819d8cebd6badbd72dee83bc57eb97a42917a770eb1375d0,0.0037,0.0037
07e9ba57c521eb85913b451844c76d16a1727009776aa0f00dba519f1a6d9fd3,0.0059,0.0059
07ea9e8f641cb86e85bf1adda14869791c1286c2971cb5fccaf827f8a42bd1ed,0.0001,0.0001
07eb65e5b3000e1c7cbed01a907e9f21974d518224ce329aabf4ce174bb32c44,0.0000,0.0000
07ef1e1d1e7ebbcc43b39bfe2fad12f06139c824a24919240e933b805f3a906e,0.0002,0.0002
07f1001df8949b7fc49ca94953dd1cc37a2a07ab328421ab9cb3599c33f0031d,0.0001,0.0001
07f1601c6b3161baf78760133066f881beec3aafe44d26eeb4a6338819e2cac5,0.0008,0.0008
07f29c48d5d94cfdc022d0629e4b017e4eba3761584a4318ded95983ba3a373f,0.0000,0.0000
0824724afb38c6cb244e1297e8f9779a091b6e16209c793a97ca10ddc10f385b,0.0016,0.0016
083e84b732319b212a5f14d44edd8b2b904e1472cadd4b9fea88724da4bd8c10,0.0014,0.0014
0842378f6f2ca13bd89027f89dbc3a7a5126090d4560d46f78b773d20bafc81e,0.0022,0.0022
0842a70293aa939ae7352287dcdc148dc50a0b8c010cefd6bd671b2014d153da,0.0289,0.0289
0842f3f36ff997b270d01529fbcffc52a5727db9e034c5be3dc541505afe65b1,0.0000,0.0000
08513c4c4d99685ec76d837e3b078de4721339f05443a1e1e05f8bcff8715119,0.2493,0.2493
0853318018d23b8a7310131a0f89f62ddd38ea19b39f4110a5ee4612860da6b8,0.0001,0.0001
08540aedb53d38a00ed2d3dd01780b29aab46c2b1a674f348709d180ad259525,0.0012,0.0012
08558a0ae8222c1cbb04dd29f76abc6fd9fe004730a6ad0a54b2dc5f47e6b74a,0.0142,0.0142
085a87f3d3dea2e64b69084ff84f4c293429dc8583e1caf3aa9e004ebf2c0dc4,0.0001,0.0001
086e1f1578bea790582808fb05f5aff040a3950ed2d3006eb4d88f700b7d908f,0.0030,0.0030
086ec35654483cac7f9350e688a38aa388712ffa92379c566d45a3fbcedd1684,0.0000,0.0000
086f1b9083e22ae6e0e0499c838f219c3ec9ab094ab79952013370f8c34dd355,0.0001,0.0001
086ff8ec36f567cbdf7a56aa3fe75917e96218a483750acb46c3ae0b818e3187,0.0078,0.0078
0876fc9cbbc3caf5a65547d8a1312328c77e0108caca897d3c1876cff581ec57,0.0000,0.0000
0892df05625b9cf31943f08cf80d2793f822d6b3fce18af6bd06607a6fa81c37,0.0048,0.0048
08ae1a1c32ad8c37c454e4cf5d194611616ed07db4d30a1b810ccb6b832cfcfd,0.0046,0.0046
08b910d065b5c98bb2d6bbbf6df2ae84a6b00a1f4fe994452bbaf78d5961345e,0.0000,0.0000
08c0e208f7ae6a6be217c362182df1801eb278a9765bda54d82b09898d13c900,0.0023,0.0023
08c19ff53dfb482ecf37c1bed00c33757071dd26c534cfb0e13ea0995a7369ac,0.0013,0.0013
08dc908a0a725809494242cc65f9a3747635ae38f2ac1bb21793c9833a7f5d3b,0.0283,0.0283
08e642d71c7534078253f03114e53c6918d64f29336a783a1a8f26cb364d29b7,0.0025,0.0025
08e74f6b3af215c1457f8341104f9d09e9de68e15d8eb651f63061e341519afc,0.0007,0.0007
08f52f3acc591bdaf7f8a2c148b6925b7e60aff76bd70141214556f797c1213c,0.0000,0.0000
08f9b3173411237aedb0530d1b964213f01d23d4b8cb6f3b56a04f6b16e81dc6,0.0010,0.0010
08ff15446bcac003973e6644b8b61db1b1b454322816542094a5cfe205379fcd,0.0008,0.0008
0908bf0c13c95a8af8c96a8ed475926e54a3245afb102768a192c836d1536652,0.0000,0.0000
090cf4784236927f3684066504b165848391aae17d1f21fb9f1c06ad852779e4,0.0002,0.0002
0912732b49e29aadd02040ddbb9065903b00b69eee929feb32e24af6490ad280,0.0077,0.0077
091636226d2666faad003ed4beb1b3f0ee1b32466a1b69d405baaaa7faf31936,0.0000,0.0000
091aad3d49290525619dcac6b74e360f9578d466707e74ab58472ce143843eed,0.0091,0.0091
09294305fd0a9ef49998b2ea3e5fda75bcaeef4e766394292d3f7c58a0775adb,0.0006,0.0006
092f81783f1e67c8de0b2f65a00cad3d9395bded5f41f59166d0b42f37b7abc9,0.0009,0.0009
094425d5fb0dce4a019bff9caa6e8d77a2506351db9053ac457694d04d3fee1c,0.0000,0.0000
0946b49990d02c3057d3345cfb0c665d4a493ddbfddc9fa9042c9bf4c32ad4a7,0.0033,0.0033
09543f6e5103bfe07589018e2b0754a15577157c23cce80c7de0b9fac02f4bb1,0.0006,0.0006
0959edb0341e8bdbc8443f7824d246493083c91e5b2ac8d8254b5daca0ef92d1,0.0000,0.0000
095e4d49d4935c3be0e601d480be424617e874fe0f865fe2c9fba5987e898041,0.0000,0.0000
0975ebd838cc7b7137060c8554760f0bf32b84cb1397c261f7106ae5a3b3f50e,0.0016,0.0016
097e6a3462ab1c23aaf27e4bd6a57abe935e19f8ecbb9372738f4d0db3f1151e,0.0731,0.0731
